Data,Zamkniecie
2021-08-18,44801.18871714
2021-08-19,46717.5787452
2021-08-20,49339.17603688
2021-08-21,48905.49058555
2021-08-22,49321.65404941
2021-08-23,49546.14770729
2021-08-24,47706.11855498
2021-08-25,48960.78728025
2021-08-26,46942.21786802
2021-08-27,49058.66973026
2021-08-28,48902.40220635
2021-08-29,48829.8326
2021-08-30,47054.98479356
2021-08-31,47166.68794545
2021-09-01,48847.02907417
2021-09-02,49327.72318398
2021-09-03,50025.37460546
2021-09-04,49944.62690568
2021-09-05,51753.41192621
2021-09-06,52633.53620235
2021-09-07,46811.12952948
2021-09-08,46091.38930192
2021-09-09,46391.4229753
2021-09-10,44883.9101072
2021-09-11,45201.45898324
2021-09-12,46063.27035709
2021-09-13,44963.0726328295
2021-09-14,47092.4938332669
2021-09-15,48176.3463927443
2021-09-16,47783.3578046439
2021-09-17,47267.5200230691
2021-09-18,48278.3635153298
2021-09-19,47260.2173314677
2021-09-20,42843.8024409386
2021-09-21,40693.67719159
2021-09-22,43574.509432809
2021-09-23,44895.0966015708
2021-09-24,42839.7516959645
2021-09-25,42716.5931467285
2021-09-26,43208.5391045354
2021-09-27,42235.7318466434
2021-09-28,41034.5446652294
2021-09-29,41564.3634814909
2021-09-30,43790.8956254849
2021-10-01,48116.9412180277
2021-10-02,47711.4864634698
2021-10-03,48199.9515572655
2021-10-04,49112.9012823932
2021-10-05,51514.8140602767
2021-10-06,55361.4494296079
2021-10-07,53805.9851642989
2021-10-08,53967.8467672527
2021-10-09,54968.2244504154
2021-10-10,54771.5791838546
2021-10-11,57484.7894651936
2021-10-12,56041.0568380579
2021-10-13,57401.0975273362
2021-10-14,57321.5252796604
2021-10-15,61593.9500606183
2021-10-16,60892.1806927008
2021-10-17,61553.6173846995
2021-10-18,62026.077831093
2021-10-19,64261.9911928559
2021-10-20,65992.8370361176
2021-10-21,62210.1730756348
2021-10-22,60692.2644330955
2021-10-23,61393.617191517
2021-10-24,60930.8364421796
2021-10-25,63039.8255141733
2021-10-26,60363.7920503572
2021-10-27,58482.3879400455
2021-10-28,60622.1367088483
2021-10-29,62227.9645938188
2021-10-30,61888.8312190326
2021-10-31,61318.957766606
2021-11-01,61004.4080213493
2021-11-02,63226.401097088
2021-11-03,62970.0474260185
2021-11-04,61452.2305873208
2021-11-05,61125.6742689036
2021-11-06,61527.4817933987
2021-11-07,63326.9890280992
2021-11-08,67566.8300878775
2021-11-09,66971.8280974611
2021-11-10,64995.2293907433
2021-11-11,64949.96191476
2021-11-12,64155.9418364327
2021-11-13,64469.5290233851
2021-11-14,65466.8410240344
2021-11-15,63557.8715183709
2021-11-16,60161.2470371667
2021-11-17,60368.0118167649
2021-11-18,56942.1362440572
2021-11-19,58119.5761937925
2021-11-20,59697.1971342589
2021-11-21,58730.4766386507
2021-11-22,56289.2873226386
2021-11-23,57569.0748757271
2021-11-24,56280.4271082207
2021-11-25,57274.6794471653
2021-11-26,53569.7639630968
2021-11-27,54815.079304928
2021-11-28,57248.458375824
2021-11-29,57806.5662152559
2021-11-30,57005.4254735998
2021-12-01,57229.8298994492
2021-12-02,56477.8174777821
2021-12-03,53598.2464702979
2021-12-04,49200.7046174372
2021-12-05,49368.8470992255
2021-12-06,50582.6253966441
2021-12-07,50700.0843364829
2021-12-08,50504.7955387084
2021-12-09,47672.1223910874
2021-12-10,47243.3056849164
2021-12-11,49362.508336459
2021-12-12,50098.3351363893
2021-12-13,46737.48224375
2021-12-14,46612.6335069029
2021-12-15,48896.7208291144
2021-12-16,47665.426077884
2021-12-17,46202.143379147
2021-12-18,46848.7767655561
2021-12-19,46707.0148769996
2021-12-20,46880.2789637231
2021-12-21,48936.6141514468
2021-12-22,48628.509925134
2021-12-23,50784.5381788605
2021-12-24,50822.1965232303
2021-12-25,50429.8577970562
2021-12-26,50809.5150128895
2021-12-27,50640.4188043781
2021-12-28,47588.8547774592
2021-12-29,46444.7104905398
2021-12-30,47178.1258434398
2021-12-31,46306.4461226996
2022-01-01,47686.8115091782
2022-01-02,47345.220564253
2022-01-03,46458.1169588914
2022-01-04,45897.5758267783
2022-01-05,43569.0033476498
2022-01-06,43160.9284196054
2022-01-07,41557.9011609709
2022-01-08,41733.9430988926
2022-01-09,41911.6015363357
2022-01-10,41821.2631390031
2022-01-11,42735.8541195077
2022-01-12,43949.1006867819
2022-01-13,42591.5722580306
2022-01-14,43099.6998283297
2022-01-15,43177.3967900803
2022-01-16,43113.8801137778
2022-01-17,42250.5493732401
2022-01-18,42375.6328430686
2022-01-19,41744.3298424627
2022-01-20,40680.4199136003
2022-01-21,36457.3181001361
2022-01-22,35030.2517675959
2022-01-23,36276.8046943699
2022-01-24,36654.3291826876
2022-01-25,36954.0020136276
2022-01-26,36852.122594586
2022-01-27,37138.2343159536
2022-01-28,37784.3332640665
2022-01-29,38138.1785657755
2022-01-30,37917.60273361
2022-01-31,38483.126309273
2022-02-01,38743.2725693698
2022-02-02,36952.9849327595
2022-02-03,37154.6002446074
2022-02-04,41500.8753823114
2022-02-05,41441.1648206042
2022-02-06,42412.4342359174
2022-02-07,43840.2865761055
2022-02-08,44118.4462597284
2022-02-09,44338.7977574167
2022-02-10,43565.1121728445
2022-02-11,42407.9379380192
2022-02-12,42244.4699868886
2022-02-13,42197.5153405276
2022-02-14,42586.9196860901
2022-02-15,44575.2033341441
2022-02-16,43961.8593882795
2022-02-17,40538.0128343685
2022-02-18,40030.9755990885
2022-02-19,40122.1547656975
2022-02-20,38431.3781154647
2022-02-21,37075.2793533757
2022-02-22,38286.0270879696
2022-02-23,37296.5720003887
2022-02-24,38332.6098307004
2022-02-25,39214.2206250425
2022-02-26,39105.1478155514
2022-02-27,37709.7837534329
2022-02-28,43193.2340330233
2022-03-01,44354.6375073612
2022-03-02,43924.1164380558
2022-03-03,42451.7895866188
2022-03-04,39137.6036387584
2022-03-05,39400.5841380401
2022-03-06,38419.9833773926
2022-03-07,38062.040205582
2022-03-08,38737.2684954927
2022-03-09,41982.9263548072
2022-03-10,39437.4597736288
2022-03-11,38794.9731374789
2022-03-12,38904.0133980303
2022-03-13,37849.6627995273
2022-03-14,39666.7558189777
2022-03-15,39338.7854920324
2022-03-16,41143.9280403474
2022-03-17,40951.3798755055
2022-03-18,41801.1544960935
2022-03-19,42190.6534617069
2022-03-20,41247.8234468342
2022-03-21,41077.9979918038
2022-03-22,42358.8084254084
2022-03-23,42892.9574822428
2022-03-24,43960.933058954
2022-03-25,44348.7309048344
2022-03-26,44500.8284155129
2022-03-27,46820.4934636771
2022-03-28,47128.0051622503
2022-03-29,47465.7298877113
2022-03-30,47062.6641669272
2022-03-31,45538.6769223388
2022-04-01,46281.6439814509
2022-04-02,45868.9491559204
2022-04-03,46453.5670763172
2022-04-04,46622.6744137452
2022-04-05,45555.9934041971
2022-04-06,43206.7376725735
2022-04-07,43503.8491661365
2022-04-08,42287.6635116808
2022-04-09,42782.1353172936
2022-04-10,42207.670963734
2022-04-11,39521.9013265663
2022-04-12,40127.1820849288
2022-04-13,41166.7318122462
2022-04-14,39935.5169992135
2022-04-15,40553.4632718884
2022-04-16,40424.4832933225
2022-04-17,39716.9542258357
2022-04-18,40826.2143856021
2022-04-19,41502.7504194207
2022-04-20,41374.3782012031
2022-04-21,40527.3640835385
2022-04-22,39740.3198538771
2022-04-23,39486.7287113245
2022-04-24,39469.293555834
2022-04-25,40458.3089645522
2022-04-26,38117.4625078349
2022-04-27,39241.1227507635
2022-04-28,39773.8283675659
2022-04-29,38609.8231933379
2022-04-30,37714.875545299
2022-05-01,38469.0939025425
2022-05-02,38529.3278008977
2022-05-03,37750.4539152995
2022-05-04,39698.3706196742
2022-05-05,36575.142132703
2022-05-06,36040.9223501524
2022-05-07,35501.9541442019
2022-05-08,34059.2642505879
2022-05-09,30296.9534000531
2022-05-10,31022.9054122253
2022-05-11,28936.3550311122
2022-05-12,29047.7510038538
2022-05-13,29283.103811543
2022-05-14,30101.2664459848
2022-05-15,31305.1125686764
2022-05-16,29862.9182412919
2022-05-17,30425.857276796
2022-05-18,28720.2713997454
2022-05-19,30314.3349534984
2022-05-20,29200.7400877833
2022-05-21,29432.2259634811
2022-05-22,30323.7218952694
2022-05-23,29098.909745734
2022-05-24,29655.58613284
2022-05-25,29562.3612655464
2022-05-26,29267.2246712304
2022-05-27,28627.5748531586
2022-05-28,29023.4880392653
2022-05-29,29445.9576239208
2022-05-30,31726.3906858653
2022-05-31,31792.3099432754
2022-06-01,29799.0797135195
2022-06-02,30467.4877414342
2022-06-03,29704.3913570693
2022-06-04,29832.9142253244
2022-06-05,29906.6617477915
2022-06-06,31370.6719476925
2022-06-07,31155.4787018498
2022-06-08,30214.356242025
2022-06-09,30111.9979224235
2022-06-10,29083.8047209541
2022-06-11,28360.811358542
2022-06-12,26762.6490379039
2022-06-13,22487.3879258459
2022-06-14,22206.7927900583
2022-06-15,22572.8398231902
2022-06-16,20381.6512129024
2022-06-17,20471.4818924914
2022-06-18,19017.6423550215
2022-06-19,20553.2718217472
2022-06-20,20599.5379647956
2022-06-21,20710.597101739
2022-06-22,19987.0290493797
2022-06-23,21085.8771612422
2022-06-24,21231.6557714446
2022-06-25,21502.3386880262
2022-06-26,21027.2953088067
2022-06-27,20735.4779474249
2022-06-28,20280.6356501458
2022-06-29,20104.0231777817
2022-06-30,19784.7264946249
2022-07-01,19269.3666859098
2022-07-02,19242.255580241
2022-07-03,19297.0760827928
2022-07-04,20231.2615118026
2022-07-05,20190.1146695234
2022-07-06,20548.2458719695
2022-07-07,21637.5877502437
2022-07-08,21731.1165833973
2022-07-09,21592.2060743303
2022-07-10,20860.4493930623
2022-07-11,19970.556593233
2022-07-12,19323.914856106
2022-07-13,20212.073498093
2022-07-14,20569.9200615284
2022-07-15,20836.3286445243
2022-07-16,21190.3156676219
2022-07-17,20779.3445398509
2022-07-18,22485.6892521761
2022-07-19,23389.4328464795
2022-07-20,23231.7319651172
2022-07-21,23164.6287547047
2022-07-22,22714.9791482287
2022-07-23,22465.4776274248
2022-07-24,22609.164770669
2022-07-25,21361.700521904
2022-07-26,21239.7543798251
2022-07-27,22930.5484457
2022-07-28,23843.8862077382
2022-07-29,23804.6332345672
2022-07-30,23656.2070255842
2022-07-31,23336.8956049843
2022-08-01,23314.1994325371
2022-08-02,22978.1165929475
2022-08-03,22846.5070579755
2022-08-04,22630.9567321334
2022-08-05,23289.3142774141
2022-08-06,22961.2789671291
2022-08-07,23175.8908490806
2022-08-08,23809.4871145188
2022-08-09,23164.3179862813
2022-08-10,23947.64342535
2022-08-11,23957.5301942682
2022-08-12,24402.8185057558
2022-08-13,24424.0678311507
2022-08-14,24319.3339226
2022-08-15,24136.9724246641
2022-08-16,23883.2905467346
2022-08-17,23335.9982223605
2022-08-18,23212.7390770428
2022-08-19,20877.5536922194
2022-08-20,21166.060396105
2022-08-21,21534.1212308142
2022-08-22,21398.9083503016
2022-08-23,21528.087371684
2022-08-24,21395.0200714925
2022-08-25,21600.9051416699
2022-08-26,20260.0186494241
2022-08-27,20041.7384530551
2022-08-28,19616.8149844439
2022-08-29,20297.9946353065
2022-08-30,19796.8094024105
2022-08-31,20049.7631893726
2022-09-01,20127.1402694309
2022-09-02,19969.7711774602
2022-09-03,19832.0877293385
2022-09-04,19986.71383922
2022-09-05,19812.3714787542
2022-09-06,18837.667712375
2022-09-07,19290.3238735938
2022-09-08,19329.8349334266
2022-09-09,21381.1528552866
2022-09-10,21680.539413428
2022-09-11,21769.2563395567
2022-09-12,22370.448649932
2022-09-13,20296.7078138753
2022-09-14,20241.0898018307
2022-09-15,19701.2099625661
2022-09-16,19772.5842055678
2022-09-17,20127.5766571789
2022-09-18,19419.506190767
2022-09-19,19544.1292496743
2022-09-20,18890.7890963691
2022-09-21,18547.3997598262
2022-09-22,19413.5516208219
2022-09-23,19297.6378400087
2022-09-24,18937.0111756715
2022-09-25,18802.0979756765
2022-09-26,19222.6721841704
2022-09-27,19110.5465509918
2022-09-28,19426.7213316789
2022-09-29,19573.0503140007
2022-09-30,19431.7894465994
2022-10-01,19312.0947321314
2022-10-02,19044.1072723711
2022-10-03,19623.580334556
2022-10-04,20336.842949206
2022-10-05,20160.7161716068
2022-10-06,19955.4436723686
2022-10-07,19546.8497101499
2022-10-08,19416.5678495233
2022-10-09,19446.4261941327
2022-10-10,19141.4835050122
2022-10-11,19051.4182694773
2022-10-12,19157.4462868525
2022-10-13,19382.9040336331
2022-10-14,19185.656700327
2022-10-15,19067.6350822884
2022-10-16,19268.0928008619
2022-10-17,19550.7572999132
2022-10-18,19334.4151499829
2022-10-19,19139.5343513894
2022-10-20,19053.7402405368
2022-10-21,19172.4692172692
2022-10-22,19208.1902460043
2022-10-23,19567.0073980529
2022-10-24,19345.5723482851
2022-10-25,20095.8564554472
2022-10-26,20770.4412716294
2022-10-27,20285.8367757017
2022-10-28,20595.3519366012
2022-10-29,20818.4761644388
2022-10-30,20635.6037476843
2022-10-31,20495.7742320325
2022-11-01,20485.2732430903
2022-11-02,20159.5030671045
2022-11-03,20209.9874150039
2022-11-04,21147.2297322385
2022-11-05,21282.6912959164
2022-11-06,20926.4859738215
2022-11-07,20602.8167252699
2022-11-08,18541.2718532238
2022-11-09,15880.7798491723
2022-11-10,17586.7714495473
2022-11-11,17034.2931347133
2022-11-12,16799.1847383999
2022-11-13,16353.3657171761
2022-11-14,16618.1992288908
2022-11-15,16884.6139070546
2022-11-16,16669.4401447741
2022-11-17,16687.5179505411
2022-11-18,16697.7776677865
2022-11-19,16711.5477937965
2022-11-20,16291.8324676929
2022-11-21,15787.2840945218
2022-11-22,16189.7695319341
2022-11-23,16610.7064149352
2022-11-24,16604.4650179543
2022-11-25,16521.8410189608
2022-11-26,16464.2810793656
2022-11-27,16444.6268345485
2022-11-28,16217.3224676411
2022-11-29,16444.9832700291
2022-11-30,17168.5655484864
2022-12-01,16967.1336671008
2022-12-02,17088.6604094023
2022-12-03,16908.236795124
2022-12-04,17130.4859472168
2022-12-05,16974.8256651336
2022-12-06,17089.5037060098
2022-12-07,16848.1276289005
2022-12-08,17233.4740199151
2022-12-09,17133.1520141413
2022-12-10,17128.7237102156
2022-12-11,17104.1928057162
2022-12-12,17206.4383006718
2022-12-13,17781.3188354598
2022-12-14,17652.0983126836
2022-12-15,17364.8649112629
2022-12-16,16647.4834788286
2022-12-17,16795.0909672135
2022-12-18,16757.9774032466
2022-12-19,16439.679646163
2022-12-20,16906.3052104215
2022-12-21,16817.534386551
2022-12-22,16830.3414239344
2022-12-23,16796.9521712163
2022-12-24,16847.7552651546
2022-12-25,16841.9870522838
2022-12-26,16919.8051749285
2022-12-27,16717.1739801271
2022-12-28,16552.5717365145
2022-12-29,16642.3426718856
2022-12-30,16602.5851557701
2022-12-31,16547.4953660162
2023-01-01,16625.0805507091
2023-01-02,16688.4713573932
2023-01-03,16679.8570798137
2023-01-04,16863.2382582833
2023-01-05,16836.7366452236
2023-01-06,16951.9695166293
2023-01-07,16955.0774351588
2023-01-08,17091.1444513033
2023-01-09,17196.5540596395
2023-01-10,17446.292509299
2023-01-11,17943.8976294683
2023-01-12,18869.5880552656
2023-01-13,19909.5746247506
2023-01-14,20976.2997963921
2023-01-15,20880.7992021821
2023-01-16,21169.6327806964
2023-01-17,21161.5192199162
2023-01-18,20688.7807298648
2023-01-19,21086.7933048443
2023-01-20,22676.5517588881
2023-01-21,22777.6258091326
2023-01-22,22720.4156286391
2023-01-23,22934.4314643586
2023-01-24,22636.4693111916
2023-01-25,23117.8596819048
2023-01-26,23032.7775987084
2023-01-27,23078.7278799123
2023-01-28,23031.0897756201
2023-01-29,23774.5659233116
2023-01-30,22840.13890738
2023-01-31,23139.2839099123
2023-02-01,23723.7696534847
2023-02-02,23471.8704412794
2023-02-03,23449.3216215066
2023-02-04,23331.8471370961
2023-02-05,22955.6660162974
2023-02-06,22760.1092633004
2023-02-07,23264.2911876916
2023-02-08,22939.3987006841
2023-02-09,21819.0399147365
2023-02-10,21651.1837829361
2023-02-11,21870.8740640545
2023-02-12,21788.2039862606
2023-02-13,21808.1017736009
2023-02-14,22220.8041436975
2023-02-15,24307.8413284844
2023-02-16,23623.4744808063
2023-02-17,24565.6019889467
2023-02-18,24641.2769484258
2023-02-19,24327.6416722827
2023-02-20,24829.1475699492
2023-02-21,24436.354484576
2023-02-22,24188.8429766943
2023-02-23,23947.492523176
2023-02-24,23198.1274878832
2023-02-25,23175.3756358425
2023-02-26,23561.2129109163
2023-02-27,23522.871914506
2023-02-28,23147.3533899085
2023-03-01,23646.549899145
2023-03-02,23475.4667376623
2023-03-03,22362.6793319333
2023-03-04,22353.3500739307
2023-03-05,22435.5141969735
2023-03-06,22429.7575333463
2023-03-07,22219.7690709418
2023-03-08,21718.0798304321
2023-03-09,20363.0211117254
2023-03-10,20187.2436476163
2023-03-11,20632.4096293926
2023-03-12,22163.949951915
2023-03-13,24197.5329977753
2023-03-14,24746.0746588477
2023-03-15,24375.9613578312
2023-03-16,25052.789721748
2023-03-17,27423.9306340492
2023-03-18,26965.8797570266
2023-03-19,28038.6749467651
2023-03-20,27767.2363318262
2023-03-21,28175.8168354249
2023-03-22,27307.4367684133
2023-03-23,28333.9727113788
2023-03-24,27493.2851436235
2023-03-25,27494.7068783775
2023-03-26,27994.3295142227
2023-03-27,27139.8885305221
2023-03-28,27268.1314829145
2023-03-29,28348.442342812
2023-03-30,28033.5631503957
2023-03-31,28478.4846056804
2023-04-01,28411.0342430924
2023-04-02,28199.3083837745
2023-04-03,27790.2208547736
2023-04-04,28168.0898164027
2023-04-05,28177.9835569508
2023-04-06,28044.1397549441
2023-04-07,27925.8594084129
2023-04-08,27947.7945496942
2023-04-09,28333.0500476249
2023-04-10,29652.9800970841
2023-04-11,30235.0589389553
2023-04-12,30139.052871052
2023-04-13,30399.0663854918
2023-04-14,30485.7000292553
2023-04-15,30318.4969530646
2023-04-16,30315.3554561203
2023-04-17,29445.0449049628
2023-04-18,30397.5527355226
2023-04-19,28822.6804729009
2023-04-20,28245.9873104934
2023-04-21,27276.9096875756
2023-04-22,27817.5009174373
2023-04-23,27591.3846319068
2023-04-24,27525.3394995911
2023-04-25,28307.5980906654
2023-04-26,28422.7008784923
2023-04-27,29473.7861836728
2023-04-28,29340.262498158
2023-04-29,29248.4883729176
2023-04-30,29268.8070431626
2023-05-01,28091.5688038924
2023-05-02,28680.5369679129
2023-05-03,29006.3076709086
2023-05-04,28847.7115906552
2023-05-05,29534.384019705
2023-05-06,28904.6239490708
2023-05-07,28454.9782855135
2023-05-08,27694.2728962731
2023-05-09,27658.774672519
2023-05-10,27621.7562273313
2023-05-11,27000.7882707338
2023-05-12,26804.9906706878
2023-05-13,26784.0785608824
2023-05-14,26930.6378455643
2023-05-15,27192.6932211649
2023-05-16,27036.650709944
2023-05-17,27398.8020279652
2023-05-18,26832.209300486
2023-05-19,26890.1282424083
2023-05-20,27129.5862550312
2023-05-21,26753.8256390547
2023-05-22,26851.2776278913
2023-05-23,27225.7265906348
2023-05-24,26334.8182144365
2023-05-25,26476.2075319731
2023-05-26,26719.2909846173
2023-05-27,26868.3538184312
2023-05-28,28085.6473607492
2023-05-29,27745.884443552
2023-05-30,27702.3487747796
2023-05-31,27219.6586081109
2023-06-01,26819.9732197077
2023-06-02,27249.5889490884
2023-06-03,27075.1293984425
2023-06-04,27119.0671931263
2023-06-05,25760.0969995361
2023-06-06,27238.7837262174
2023-06-07,26345.9988512669
2023-06-08,26508.2159021565
2023-06-09,26480.3750935951
2023-06-10,25851.2410031697
2023-06-11,25940.1680803434
2023-06-12,25902.499869783
2023-06-13,25918.7284012682
2023-06-14,25124.6766798408
2023-06-15,25576.3940082636
2023-06-16,26327.4623942173
2023-06-17,26510.6764468879
2023-06-18,26336.213003281
2023-06-19,26851.0285455213
2023-06-20,28327.4882643282
2023-06-21,30027.296453501
2023-06-22,29912.281714768
2023-06-23,30695.4694074896
2023-06-24,30548.6948247387
2023-06-25,30480.2616057375
2023-06-26,30271.1310167397
2023-06-27,30688.163854246
2023-06-28,30086.2461885249
2023-06-29,30445.3512260882
2023-06-30,30477.2512822446
2023-07-01,30590.0790715004
2023-07-02,30620.7702634481
2023-07-03,31156.4394915754
2023-07-04,30777.5815111677
2023-07-05,30514.16639282
2023-07-06,29909.3377611007
2023-07-07,30342.2647520959
2023-07-08,30292.541172642
2023-07-09,30171.2335717583
2023-07-10,30414.4715205927
2023-07-11,30620.9509380041
2023-07-12,30391.6461439343
2023-07-13,31476.0493854442
2023-07-14,30334.0690076907
2023-07-15,30295.807483728
2023-07-16,30249.1328102967
2023-07-17,30145.8896255087
2023-07-18,29856.5632231206
2023-07-19,29913.9231998543
2023-07-20,29792.0163780508
2023-07-21,29908.743898772
2023-07-22,29771.8028277715
2023-07-23,30084.5392407563
2023-07-24,29176.9154848326
2023-07-25,29227.390799952
2023-07-26,29354.9728831488
2023-07-27,29210.6892773374
2023-07-28,29319.2454030349
2023-07-29,29356.9185375698
2023-07-30,29275.307946897
2023-07-31,29230.110878649
2023-08-01,29675.7324980608
2023-08-02,29151.9596891331
2023-08-03,29178.678779687
2023-08-04,29074.0917277723
2023-08-05,29042.1261500756
2023-08-06,29041.8561709403
2023-08-07,29180.5789215225
2023-08-08,29765.4926735622
2023-08-09,29561.4945073243
2023-08-10,29429.5924885661
2023-08-11,29397.7154970071
2023-08-12,29415.9645162195
2023-08-13,29282.9143793982
2023-08-14,29408.4425504032
2023-08-15,29170.3472059942
2023-08-16,28701.7795245305
2023-08-17,26664.5499931202
2023-08-18,26049.5569008807
2023-08-19,26096.2045506881
2023-08-20,26189.5846686604
2023-08-21,26124.141253131
2023-08-22,26031.6564794482
2023-08-23,26431.6399826996
2023-08-24,26162.3724949505
2023-08-25,26047.6688510481
2023-08-26,26008.462659668
2023-08-27,26089.6934716635
2023-08-28,26106.1500439649
2023-08-29,27727.3930090424
2023-08-30,27297.2653483206
2023-08-31,25931.4728933574
2023-09-01,25800.7243726077
2023-09-02,25868.7981401932
2023-09-03,25969.5673526316
2023-09-04,25812.4152686728
2023-09-05,25779.9817949848
2023-09-06,25753.2362583108
2023-09-07,26240.19489212
2023-09-08,25905.6537515133
2023-09-09,25895.6782209584
2023-09-10,25832.2262469114
2023-09-11,25162.6552722476
2023-09-12,25833.3430604915
2023-09-13,26228.3240875137
2023-09-14,26539.6744424527
2023-09-15,26608.6933649124
2023-09-16,26568.2812876599
2023-09-17,26534.18751685
2023-09-18,26754.2810377253
2023-09-19,27211.1178197241
2023-09-20,27132.0073401285
2023-09-21,26567.6329044034
2023-09-22,26579.5686371325
2023-09-23,26579.3897405605
2023-09-24,26256.8257867445
2023-09-25,26298.4795511748
2023-09-26,26217.2493357507
2023-09-27,26352.7176189088
2023-09-28,27021.5467647385
2023-09-29,26911.7216027656
2023-09-30,26967.9163010637
2023-10-01,27983.7503817847
2023-10-02,27530.784889745
2023-10-03,27429.9790166632
2023-10-04,27799.3940958796
2023-10-05,27415.9119821677
2023-10-06,27946.5967799289
2023-10-07,27968.8388707898
2023-10-08,27935.0895806612
2023-10-09,27583.6785949548
2023-10-10,27391.0195174366
2023-10-11,26873.3211207589
2023-10-12,26756.7986388286
2023-10-13,26862.3754456225
2023-10-14,26861.7062025597
2023-10-15,27159.6529187802
2023-10-16,28519.466679449
2023-10-17,28415.7481397071
2023-10-18,28328.3411519926
2023-10-19,28719.8061329065
2023-10-20,29682.9492736036
2023-10-21,29918.4116679289
2023-10-22,29993.896524372
2023-10-23,33086.2329685778
2023-10-24,33901.5265633635
2023-10-25,34502.8208915452
2023-10-26,34156.6498283887
2023-10-27,33909.7992843111
2023-10-28,34089.5758722222
2023-10-29,34538.4820881103
2023-10-30,34502.3646632352
2023-10-31,34667.7793605467
2023-11-01,35437.2531810872
2023-11-02,34938.2423951435
2023-11-03,34732.3255842841
2023-11-04,35082.1972208526
2023-11-05,35049.3559240236
2023-11-06,35037.3694407199
2023-11-07,35443.5613607149
2023-11-08,35655.2760812313
2023-11-09,36693.1236338431
2023-11-10,37313.9696874571
2023-11-11,37138.0505408954
2023-11-12,37054.5201429095
2023-11-13,36502.3573373281
2023-11-14,35537.6405155251
2023-11-15,37880.5831724307
2023-11-16,36154.7692413685
2023-11-17,36596.6819231214
2023-11-18,36585.7029298644
2023-11-19,37386.547774872
2023-11-20,37476.9558592879
2023-11-21,35813.8113636295
2023-11-22,37432.3383067227
2023-11-23,37289.6206606291
2023-11-24,37720.2811521398
2023-11-25,37796.792344848
2023-11-26,37479.1222936619
2023-11-27,37254.1688542494
2023-11-28,37831.08686845
2023-11-29,37858.4940548249
2023-11-30,37712.7477716325
2023-12-01,38688.7483611912
2023-12-02,39476.3332803722
2023-12-03,39978.3918165449
2023-12-04,41980.099479768
2023-12-05,44080.6479510633
2023-12-06,43746.4453572592
2023-12-07,43292.664239208
2023-12-08,44166.6006381823
2023-12-09,43725.9858124315
2023-12-10,43779.6972879957
2023-12-11,41243.833314624
2023-12-12,41450.2221904665
2023-12-13,42890.7407335901
2023-12-14,43023.9719741933
2023-12-15,41929.758392901
2023-12-16,42240.1190820501
2023-12-17,41364.665918237
2023-12-18,42623.5383250276
2023-12-19,42270.526139511
2023-12-20,43652.2486680177
2023-12-21,43869.1508569937
2023-12-22,43997.9014099549
2023-12-23,43739.5421372235
2023-12-24,43016.1176211831
2023-12-25,43613.1420846622
2023-12-26,42520.4015112687
2023-12-27,43442.8545582321
2023-12-28,42627.8535313684
2023-12-29,42099.40280858
2023-12-30,42156.9011497639
2023-12-31,42265.185654866
2024-01-01,44167.3302140774
2024-01-02,44957.9700541418
2024-01-03,42848.1756409655
2024-01-04,44179.9217008268
2024-01-05,44162.6916302269
2024-01-06,43989.1940934574
2024-01-07,43943.0972289695
2024-01-08,46970.5023144901
2024-01-09,46139.7303748525
2024-01-10,46627.7791119614
2024-01-11,46368.5853820194
2024-01-12,42853.166658062
2024-01-13,42842.382191236
2024-01-14,41796.2696064245
2024-01-15,42511.9677203311
2024-01-16,43154.9442343824
2024-01-17,42742.6528373141
2024-01-18,41262.0583641846
2024-01-19,41618.4073654042
2024-01-20,41665.5848362109
2024-01-21,41545.7835143902
2024-01-22,39507.368823822
2024-01-23,39845.5511467999
2024-01-24,40077.073269779
2024-01-25,39933.80775217
2024-01-26,41816.8728440034
2024-01-27,42120.0563516849
2024-01-28,42035.5943721701
2024-01-29,43288.2453360835
2024-01-30,42952.6082102489
2024-01-31,42582.6063895367
2024-02-01,43075.7745999369
2024-02-02,43185.8594322356
2024-02-03,42992.2496292216
2024-02-04,42583.5829201294
2024-02-05,42658.66604833
2024-02-06,43084.6718635339
2024-02-07,44318.2244507353
2024-02-08,45301.5666288709
2024-02-09,47147.2003126111
2024-02-10,47771.2773670997
2024-02-11,48293.916750573
2024-02-12,49958.2242190229
2024-02-13,49742.4409898499
2024-02-14,51826.6959960877
2024-02-15,51938.5563164417
2024-02-16,52160.2028290199
2024-02-17,51662.9953696527
2024-02-18,52122.5454555893
2024-02-19,51779.1440620507
2024-02-20,52284.8735570538
2024-02-21,51839.180531431
2024-02-22,51304.9743566764
2024-02-23,50731.9491908572
2024-02-24,51571.1031123439
2024-02-25,51733.2366017007
2024-02-26,54522.4015367874
2024-02-27,57085.3723068546
2024-02-28,62504.7892535158
2024-02-29,61198.382897303
2024-03-01,62440.632541801
2024-03-02,62029.8460575718
2024-03-03,63167.3703575333
2024-03-04,68330.4156080938
2024-03-05,63801.1975606416
2024-03-06,66106.8027872293
2024-03-07,66925.4832022114
2024-03-08,68300.0956913071
2024-03-09,68498.8813040087
2024-03-10,69019.7863638058
2024-03-11,72123.9035465021
2024-03-12,71481.2915939556
2024-03-13,73083.5013282129
2024-03-14,71396.5898919832
2024-03-15,69403.7718321646
